,actual_phn,expected_phn,actual_score,predicted_score,predicted_score_conf,actual_top_error,predicted_top_error,predicted_top_error_conf,predicted_top_error_validity,word,dx
1003,n,n,1,1,0.6028585433959961,cor,cor,0.4294854700565338,False,spoon,TD
1004,k,k,1,1,0.2218952178955078,hi,pause,0.22141344845294952,False,cup,TD
1005,ʌ,ʌ,1,1,0.2681077718734741,lo,back,0.6698841452598572,False,cup,TD
1006,p,p,1,1,0.24845385551452637,cont,delrel,0.8777404427528381,False,cup,TD
1007,t,t,1,1,0.11886715888977051,delrel,delrel,0.8144543766975403,False,telephone,TD
1008,ɛ,ɛ,1,1,0.46070659160614014,lo,lo,0.615822970867157,False,telephone,TD
1009,l,l,1,0,0.7453010976314545,cor,lat,0.5083022117614746,False,telephone,TD
1010,ə,ə,1,0,0.007196962833404541,cons,cons,0.19264964759349823,False,telephone,TD
1011,f,f,1,1,0.23201227188110352,labiodental,labiodental,0.6677393317222595,False,telephone,TD
1012,o,o,1,1,0.28081750869750977,tense,round,0.4523191750049591,False,telephone,TD
1013,ʊ,ʊ,1,1,0.5407179594039917,hi,round,0.2769981622695923,False,telephone,TD
1014,n,n,1,1,0.676939845085144,cor,cor,0.8500934839248657,False,telephone,TD
1015,h,h,1,1,0.28791987895965576,voi,sg,0.8169400691986084,False,house,TD
1016,a,a,1,1,0.6720175743103027,front,front,0.7244176268577576,False,house,TD
1017,ʊ,ʊ,1,1,0.30160415172576904,round,round,0.41217079758644104,False,house,TD
1018,s,s,1,0,0.05580943822860718,voi,voi,0.455558180809021,False,house,TD
1019,w,w,1,1,0.5903538465499878,front,cons,0.26063787937164307,False,window,TD
1020,ɪ,ɪ,1,1,0.6340517997741699,tense,tense,0.6303228735923767,False,window,TD
1021,n,n,1,1,0.6451457738876343,cor,cor,0.6997565627098083,False,window,TD
1022,d,d,1,1,0.13561367988586426,son,delrel,0.38370585441589355,False,window,TD
1023,o,o,1,1,0.6088244915008545,hi,tense,0.33095216751098633,False,window,TD
1024,ʊ,ʊ,1,1,0.641708493232727,tense,tense,0.4417094886302948,False,window,TD
1025,t,t,1,0,0.07044219970703125,delrel,delrel,0.9270769953727722,False,tree,TD
1026,ɹ,ɹ,1,0,0.27829647064208984,cor,cor,0.32313939929008484,False,tree,TD
1027,i,i,1,1,0.6601523160934448,front,front,0.28581035137176514,False,tree,TD
1028,ʒ,d,0,0,0.006478309631347656,delrel,delrel,0.8526983261108398,True,duck,SD
1029,ʌ,ʌ,1,1,0.5504124164581299,lab,back,0.3240893483161926,False,duck,SD
1030,t,k,0,1,0.2120271921157837,pause,pause,0.7109296321868896,False,duck,SD
1031,ʃ,k,0,1,0.3975389003753662,delrel,delrel,0.8042410612106323,True,quack,SD
1032,w,w,1,1,0.3668534755706787,round,round,0.31179338693618774,False,quack,SD
1033,æ,æ,1,1,0.6586418151855469,front,lo,0.6485059857368469,False,quack,SD
1034,k,k,1,1,0.28058862686157227,pause,pause,0.7823581695556641,False,quack,SD
1035,sʲ,s,0,0,0.25394392013549805,voi,pause,0.28170228004455566,False,scissors,SD
1036,ɪ,ɪ,1,1,0.6009925603866577,syl,tense,0.4778810441493988,False,scissors,SD
1037,d,z,0,0,0.3061979413032532,strid,strid,0.7395501732826233,True,scissors,SD
1038,œ,ɜ˞,0,0,0.8724587261676788,back,back,0.5349409580230713,False,scissors,SD
1039,t,z,0,0,0.32237106561660767,strid,strid,0.4553775191307068,True,scissors,SD
1040,ʊ,ɹ,0,0,0.5150336623191833,cor,cor,0.28686004877090454,True,orange,SD
1041,n,n,1,1,0.6170523166656494,cor,cor,0.5588356256484985,False,orange,SD
1042,d,d,0,0,0.0313606858253479,cont,delrel,0.9272128939628601,False,orange,SD
1043,zʲ,ʒ,0,0,0.6778062582015991,pause,ant,0.3090122938156128,True,orange,SD
1044,t,k,0,1,0.1295762062072754,cor,delrel,0.8614993095397949,False,carrot,SD
1045,ɛ,ɛ,1,1,0.610899806022644,hi,front,0.3337056338787079,False,carrot,SD
1046,w,ɹ,0,0,0.7833636254072189,cor,cor,0.3389073312282562,True,carrot,SD
1047,t,t,1,1,0.12462043762207031,pause,pause,0.7161879539489746,False,carrot,SD
1048,sʲ,z,0,0,0.4373142123222351,lab,strid,0.3424970805644989,False,zipper,SD
1049,ɪ,ɪ,1,1,0.6045070886611938,front,front,0.3324851989746094,False,zipper,SD
1050,p,p,1,1,0.46973884105682373,voi,cont,0.34095820784568787,False,zipper,SD
1051,ɔ,ɜ˞,0,0,0.8118561506271362,back,back,0.1880006194114685,True,zipper,SD
1052,p,f,0,1,0.22418200969696045,labiodental,labiodental,0.7669641971588135,True,finger,SD
1053,ɪ,ɪ,1,1,0.7016682624816895,tense,tense,0.6808385848999023,False,finger,SD
1054,n,ŋ,0,1,0.4767223596572876,cor,cont,0.24158141016960144,False,finger,SD
1055,d,ɡ,0,1,0.2436445951461792,lab,delrel,0.22228603065013885,False,finger,SD
1056,ʊ,ɜ˞,0,0,0.8165324330329895,back,back,0.36359983682632446,True,finger,SD
1057,w,w,1,1,0.577851414680481,cons,cons,0.2599795162677765,False,wagon,SD
1058,æ,æ,1,1,0.6628983020782471,front,front,0.704928457736969,False,wagon,SD
1059,d,ɡ,0,1,0.0660254955291748,delrel,delrel,0.7843650579452515,False,wagon,SD
1060,ə,ə,1,1,0.49003493785858154,hi,hi,0.45143964886665344,False,wagon,SD
1061,n,n,1,1,0.5995324850082397,cor,cor,0.5617662668228149,False,wagon,SD
1062,sʲ,ʃ,0,0,0.8392655700445175,ant,ant,0.5319200754165649,True,shovel,SD
1063,ʌ,ʌ,1,1,0.5484192371368408,lab,lab,0.30782654881477356,False,shovel,SD
1064,b,v,0,1,0.1793597936630249,labiodental,labiodental,0.6198551058769226,True,shovel,SD
1065,ʊ,l,0,0,0.5993033945560455,lat,lat,0.832105278968811,True,shovel,SD
1066,b,θ,0,0,0.6275172233581543,pause,labiodental,0.30785688757896423,False,thumb,SD
1067,ʌ,ʌ,1,1,0.5220708847045898,lab,lab,0.2831208109855652,False,thumb,SD
1068,m,m,1,1,0.6543287038803101,round,lab,0.32672831416130066,False,thumb,SD
1069,b,b,1,1,0.2184077501296997,son,son,0.3228975832462311,False,banana,SD
1070,n,n,1,1,0.648655891418457,cor,cor,0.7869710922241211,False,banana,SD
1071,æ,æ,1,1,0.5986843109130859,front,lo,0.5962234735488892,False,banana,SD
1072,n,n,1,1,0.6531538963317871,cor,cor,0.8303073644638062,False,banana,SD
1073,ə,ə,1,1,0.10352969169616699,hi,back,0.24427977204322815,False,banana,SD
1074,m,m,1,1,0.6471812725067139,lab,lab,0.3567577004432678,False,monkey,SD
1075,ʌ,ʌ,1,1,0.5086441040039062,back,back,0.4464307427406311,False,monkey,SD
1076,n,ŋ,0,1,0.39682161808013916,lab,lab,0.5752358436584473,False,monkey,SD
1077,t,k,0,1,0.19246530532836914,delrel,delrel,0.8610917925834656,False,monkey,SD
1078,i,i,1,1,0.6798509359359741,syl,tense,0.30780526995658875,False,monkey,SD
1079,t,k,0,1,0.33689165115356445,delrel,delrel,0.795417070388794,False,crying,SD
1080,w,ɹ,0,0,0.3291062116622925,cor,cor,0.3520294725894928,True,crying,SD
1081,a,a,1,1,0.5212502479553223,lo,lo,0.4357578158378601,False,crying,SD
1082,ɪ,ɪ,1,1,0.641095757484436,tense,tense,0.68526691198349,False,crying,SD
1083,ŋ,ŋ,1,1,0.5100382566452026,cont,cont,0.36291036009788513,False,crying,SD
1084,b,b,1,1,0.20808923244476318,delrel,delrel,0.8213660717010498,False,balloons,SD
1085,a,ə,1,0,0.059342384338378906,lab,back,0.20530639588832855,False,balloons,SD
1086,w,l,0,0,0.6087366938591003,cor,lat,0.8918053507804871,True,balloons,SD
1087,u,u,1,1,0.6352272033691406,syl,syl,0.3264562785625458,False,balloons,SD
1088,n,n,1,1,0.6964974403381348,cor,cor,0.8141213059425354,False,balloons,SD
1089,s,z,0,0,0.2777530550956726,strid,pause,0.3568881154060364,False,balloons,SD
1090,b,b,1,0,0.022852301597595215,delrel,delrel,0.9609525799751282,False,ball,SD
1091,ɔ,ɔ,1,1,0.5000666379928589,round,round,0.31205251812934875,False,ball,SD
1092,l,l,1,0,0.723312646150589,cor,lat,0.4120645821094513,False,ball,SD
1093,k,ɡ,0,1,0.3224022388458252,voi,lab,0.17004609107971191,False,girl,SD
1094,œ,ɜ˞,0,0,0.8274563699960709,round,son,0.09297572821378708,False,girl,SD
1095,ʊ,l,0,0,0.6476860344409943,lat,lat,0.6453518867492676,True,girl,SD
1096,t,d,0,0,0.26832425594329834,son,son,0.5950397849082947,False,jumping,SD
1097,sʲ,ʒ,0,0,0.6946442723274231,son,son,0.3988991975784302,False,jumping,SD
1098,ʌ,ʌ,1,1,0.5827111005783081,round,lab,0.2886766493320465,False,jumping,SD
1099,m,m,1,1,0.623238205909729,cont,cont,0.36821994185447693,False,jumping,SD
1100,p,p,1,1,0.190834641456604,lab,delrel,0.4846871793270111,False,jumping,SD
1101,ɪ,ɪ,1,1,0.7382062673568726,tense,tense,0.8265235424041748,False,jumping,SD
1102,ŋ,ŋ,1,1,0.4671372175216675,cor,pause,0.2583088278770447,False,jumping,SD
1103,n,n,1,1,0.658376932144165,cont,cor,0.6940743923187256,False,knife,SD
1104,a,a,1,1,0.5333781242370605,front,front,0.5726962089538574,False,knife,SD
1105,ɪ,ɪ,1,1,0.5858460664749146,syl,tense,0.32887500524520874,False,knife,SD
1106,f,f,1,1,0.36737656593322754,voi,pause,0.46481966972351074,False,knife,SD
1107,p,p,1,1,0.27805614471435547,voi,delrel,0.9184916615486145,False,spoon,SD
1108,u,u,1,1,0.5958688259124756,syl,syl,0.205400750041008,False,spoon,SD
1109,n,n,1,1,0.6565746068954468,cor,cor,0.8554891347885132,False,spoon,SD
1110,p,p,1,1,0.4534134864807129,voi,delrel,0.5209650993347168,False,pajamas,SD
1111,ə,ə,1,1,0.5443753004074097,hi,tense,0.4449443817138672,False,pajamas,SD
1112,d,d,1,1,0.002214789390563965,delrel,delrel,0.9231032133102417,False,pajamas,SD
1113,ʒ,ʒ,1,0,0.15209168195724487,distr,distr,0.35989901423454285,False,pajamas,SD
1114,æ,æ,1,1,0.6689772605895996,front,lo,0.5213156342506409,False,pajamas,SD
1115,m,m,1,1,0.5950683355331421,cons,cont,0.2822364866733551,False,pajamas,SD
1116,ə,ə,1,1,0.19786179065704346,hi,back,0.18066070973873138,False,pajamas,SD
1117,t,z,0,0,0.2998770475387573,pause,pause,0.3296414017677307,False,pajamas,SD
1118,k,k,1,1,0.3869577646255493,hi,sg,0.1306292861700058,False,cup,SD
1119,ʌ,ʌ,1,1,0.3260267972946167,back,back,0.35676515102386475,False,cup,SD
1120,p,p,1,1,0.4191826581954956,pause,pause,0.4089570641517639,False,cup,SD
1121,b,b,1,1,0.17218542098999023,delrel,delrel,0.9606162309646606,False,brush,SD
1122,w,ɹ,0,0,0.40645289421081543,cons,voi,0.08622866868972778,False,brush,SD
1123,ʌ,ʌ,1,1,0.35550951957702637,hi,cons,0.28616055846214294,False,brush,SD
1124,t,ʃ,0,0,0.5408949255943298,pause,distr,0.24385887384414673,True,brush,SD
1125,p,f,0,1,0.4878659248352051,pause,pause,0.7644459009170532,False,flowers,SD
1126,w,l,0,0,0.6481656730175018,lat,lat,0.800417423248291,True,flowers,SD
1127,a,a,1,1,0.4308159351348877,front,front,0.576457679271698,False,flowers,SD
1128,ʊ,ʊ,1,1,0.566146731376648,tense,syl,0.2712874114513397,False,flowers,SD
1129,ʌ,ɜ˞,0,0,0.6773011386394501,cons,syl,0.14637742936611176,False,flowers,SD
1130,d,z,0,0,0.4382888674736023,strid,strid,0.4890538156032562,True,flowers,SD
1131,t,t,1,0,0.005878269672393799,delrel,delrel,0.920211672782898,False,telephone,SD
1132,ɛ,ɛ,1,1,0.3534606695175171,front,cons,0.2638055682182312,False,telephone,SD
1133,l,l,1,0,0.3834834098815918,lat,lat,0.7689919471740723,False,telephone,SD
1134,ə,ə,1,1,0.3401676416397095,back,back,0.24182389676570892,False,telephone,SD
1135,p,f,0,1,0.17242228984832764,labiodental,labiodental,0.7806519269943237,True,telephone,SD
1136,o,o,1,1,0.5715383291244507,lab,round,0.29426538944244385,False,telephone,SD
1137,ʊ,ʊ,1,1,0.570284366607666,tense,syl,0.27870941162109375,False,telephone,SD
1138,n,n,1,1,0.6048969030380249,cont,cont,0.5951066017150879,False,telephone,SD
1139,t,t,1,0,0.045363545417785645,delrel,delrel,0.9534424543380737,False,stars,SD
1140,ɔ,a,0,0,0.2804378271102905,lo,back,0.4137374460697174,True,stars,SD
1141,ʊ,ɹ,0,0,0.8915697857737541,cor,cor,0.3442998230457306,True,stars,SD
1142,d,z,0,0,0.27733176946640015,strid,strid,0.459562212228775,True,stars,SD
1143,t,ɡ,0,1,0.3217509984970093,cont,delrel,0.8159500956535339,False,green,SD
1144,w,ɹ,0,0,0.7825369834899902,cor,cor,0.17390413582324982,True,green,SD
1145,i,i,1,1,0.6847800016403198,syl,tense,0.5339601039886475,False,green,SD
1146,n,n,1,1,0.6939378976821899,cor,cor,0.7963019609451294,False,green,SD
1147,t,k,0,1,0.3922398090362549,delrel,delrel,0.8273280262947083,False,clown,SD
1148,w,l,0,0,0.4648172855377197,lat,lat,0.8630187511444092,True,clown,SD
1149,a,a,1,1,0.5439784526824951,lo,lo,0.4022848904132843,False,clown,SD
1150,ʊ,ʊ,1,1,0.5608092546463013,round,round,0.21925553679466248,False,clown,SD
1151,n,n,1,1,0.5598315000534058,cor,cor,0.47190073132514954,False,clown,SD
1152,f,f,1,1,0.49624359607696533,pause,pause,0.7426774501800537,False,five,SD
1153,a,a,1,0,0.041938066482543945,lab,back,0.3027338683605194,False,five,SD
1154,ɪ,ɪ,1,1,0.5779526233673096,hi,hi,0.36027103662490845,False,five,SD
1155,v,v,1,1,0.4190253019332886,pause,labiodental,0.4625307321548462,False,five,SD
1156,h,h,1,1,0.2842590808868408,pause,sg,0.8545958399772644,False,house,SD
1157,a,a,1,1,0.3829406499862671,front,front,0.3611161708831787,False,house,SD
1158,ʊ,ʊ,1,1,0.48868870735168457,round,round,0.22980305552482605,False,house,SD
1159,t,s,0,0,0.27222031354904175,pause,pause,0.7584488391876221,False,house,SD
1160,p,f,0,1,0.4150809049606323,pause,pause,0.6009113788604736,False,frog,SD
1161,w,ɹ,0,0,0.8484774827957153,cor,cor,0.11765443533658981,True,frog,SD
1162,ɔ,ɔ,1,1,0.5193295478820801,round,tense,0.23849837481975555,False,frog,SD
1163,d,ɡ,0,1,0.21975922584533691,delrel,delrel,0.8918993473052979,False,frog,SD
1164,w,w,1,1,0.5213371515274048,round,syl,0.2379356473684311,False,window,SD
1165,ɪ,ɪ,1,1,0.6581460237503052,tense,tense,0.7242284417152405,False,window,SD
1166,n,n,1,1,0.6755216121673584,cor,cor,0.7889274954795837,False,window,SD
1167,d,d,1,1,0.1751190423965454,pause,pause,0.38098809123039246,False,window,SD
1168,o,o,1,1,0.6471383571624756,hi,tense,0.42246171832084656,False,window,SD
1169,ʊ,ʊ,1,1,0.6310381889343262,tense,tense,0.44126731157302856,False,window,SD
1170,t,s,0,0,0.3838413953781128,strid,pause,0.37861168384552,False,slide,SD
1171,w,l,0,0,0.6457794904708862,lat,lat,0.8424739837646484,True,slide,SD
1172,a,a,1,1,0.22500097751617432,lo,front,0.4043119549751282,False,slide,SD
1173,ɪ,ɪ,1,1,0.626007080078125,hi,hi,0.3987593948841095,False,slide,SD
1174,d,d,1,1,0.041733503341674805,pause,delrel,0.871298611164093,False,slide,SD
1175,s,t,0,1,0.06153154373168945,delrel,delrel,0.9534473419189453,True,tree,SD
1176,w,ɹ,0,0,0.8895831257104874,cor,cor,0.3075628876686096,True,tree,SD
1177,i,i,1,1,0.6952959299087524,syl,tense,0.34840720891952515,False,tree,SD
1178,t,ɡ,0,1,0.20088553428649902,delrel,delrel,0.5857183933258057,False,glasses,SD
1179,w,l,0,0,0.2828823924064636,lat,lat,0.9742268919944763,True,glasses,SD
1180,æ,æ,1,1,0.5301704406738281,lo,cons,0.43098437786102295,False,glasses,SD
1181,t,s,0,0,0.184661865234375,strid,pause,0.7463878393173218,False,glasses,SD
1182,ɪ,ɪ,1,1,0.6594200134277344,front,syl,0.35708004236221313,False,glasses,SD
1183,d,z,0,0,0.24920517206192017,pause,pause,0.8018060922622681,False,glasses,SD
1184,t,d,0,0,0.2105502486228943,son,son,0.6637253761291504,False,drum,SD
1185,w,ɹ,0,0,0.8967149555683136,cor,cor,0.3426337242126465,True,drum,SD
1186,ʌ,ʌ,1,1,0.6563711166381836,round,round,0.3110654950141907,False,drum,SD
1187,m,m,1,1,0.6678717136383057,round,lab,0.37066203355789185,False,drum,SD
1188,w,w,1,1,0.5348089933395386,round,cons,0.24535900354385376,False,watches,SD
1189,t,t,0,0,0.061103105545043945,delrel,delrel,0.9726171493530273,False,watches,SD
1190,sʲ,ʃ,0,0,0.8536163568496704,ant,ant,0.6815682053565979,True,watches,SD
1191,ɪ,ɪ,1,1,0.6219944953918457,tense,tense,0.6128211617469788,False,watches,SD
1192,d,z,0,0,0.3140697479248047,strid,strid,0.39899498224258423,True,watches,SD
1193,w,ɹ,0,0,0.8314966261386871,cor,cor,0.27139854431152344,True,ring,SD
1194,ɪ,ɪ,1,1,0.7280828952789307,tense,tense,0.7705987095832825,False,ring,SD
1195,n,ŋ,0,1,0.42284607887268066,cor,pause,0.29755160212516785,False,ring,SD
1196,b,b,1,1,0.17609524726867676,delrel,delrel,0.8451921939849854,False,bath,SD
1197,æ,æ,1,1,0.6162490844726562,front,front,0.6381498575210571,False,bath,SD
1198,k,θ,0,0,0.6770578622817993,cor,pause,0.1868908405303955,False,bath,SD
1199,t,s,0,0,0.3035786747932434,cor,strid,0.2590565085411072,True,swimming,SD
1200,w,w,1,1,0.5007935762405396,round,syl,0.2301197499036789,False,swimming,SD
1201,ɪ,ɪ,1,1,0.6733028888702393,tense,tense,0.7047306895256042,False,swimming,SD
1202,m,m,1,1,0.5322173833847046,lab,cont,0.3820367157459259,False,swimming,SD
1203,ɪ,ɪ,1,1,0.6998504400253296,tense,tense,0.7974290251731873,False,swimming,SD
1204,ŋ,ŋ,1,1,0.46444034576416016,cor,pause,0.2574429214000702,False,swimming,SD
1205,d,ð,0,0,0.5822498202323914,son,strid,0.40410616993904114,False,this,SD
1206,ɪ,ɪ,1,1,0.6537151336669922,tense,tense,0.3601347804069519,False,this,SD
1207,ʔ,s,0,0,0.4247516393661499,voi,son,0.20611253380775452,False,this,SD
1208,w,w,1,1,0.47474491596221924,round,cons,0.2406938076019287,False,watch,SD
1209,t,t,0,0,0.02393728494644165,delrel,delrel,0.9703994393348694,False,watch,SD
1210,sʲ,ʃ,0,0,0.19855892658233643,pause,pause,0.4194681644439697,False,watch,SD
1211,b,p,0,1,0.3862704038619995,voi,delrel,0.7932528257369995,False,plane,SD
1212,w,l,0,0,0.659396231174469,lat,lat,0.8211003541946411,True,plane,SD
1213,e,e,1,1,0.608891487121582,hi,front,0.6191424131393433,False,plane,SD
1214,ɪ,ɪ,1,1,0.7122223377227783,tense,tense,0.7765301465988159,False,plane,SD
1215,n,n,0,1,0.6778603792190552,cor,cor,0.6391873955726624,False,plane,SD
1216,b,b,1,0,0.010378479957580566,delrel,delrel,0.9469998478889465,False,bathtub,SD
1217,æ,æ,1,1,0.6399616003036499,front,front,0.718751847743988,False,bathtub,SD
1218,ʔ,θ,0,0,0.5497039556503296,voi,son,0.1874455362558365,False,bathtub,SD
1219,t,t,1,1,0.13815724849700928,voi,delrel,0.7168338894844055,False,bathtub,SD
1220,ʌ,ʌ,1,1,0.5551884174346924,lab,lab,0.27792391180992126,False,bathtub,SD
1221,b,b,1,1,0.44200217723846436,pause,pause,0.8102179765701294,False,bathtub,SD
1222,b,v,0,1,0.4535071849822998,pause,pause,0.6480082869529724,False,vacuum,SD
1223,æ,æ,1,1,0.6443856954574585,front,front,0.5625573992729187,False,vacuum,SD
1224,ʔ,k,0,1,0.1425546407699585,voi,delrel,0.665935754776001,False,vacuum,SD
1225,j,j,1,1,0.5338847637176514,front,cons,0.2829456031322479,False,vacuum,SD
1226,u,u,1,1,0.5993126630783081,syl,syl,0.38101598620414734,False,vacuum,SD
1227,m,m,1,1,0.6068326234817505,cor,lab,0.4195902943611145,False,vacuum,SD
1228,t,t,0,1,0.028730273246765137,delrel,delrel,0.6004166603088379,False,chair,SD
1229,t,ʃ,0,0,0.5887769460678101,ant,ant,0.44172191619873047,True,chair,SD
1230,i,ɛ,0,1,0.6262389421463013,hi,tense,0.3431788980960846,True,chair,SD
1231,u,ɹ,0,0,0.8635809570550919,cor,cor,0.33636799454689026,True,chair,SD
1232,k,k,1,1,0.4001826047897339,cont,delrel,0.1680063158273697,False,car,SD
1233,ɔ,a,0,0,0.3231716752052307,lo,back,0.42576906085014343,True,car,SD
1234,ʊ,ɹ,0,0,0.8708605468273163,lab,cor,0.24317632615566254,True,car,SD
1235,w,l,0,0,0.4432544708251953,lat,lat,0.7532458305358887,True,lamp,SD
1236,æ,æ,1,1,0.6863577365875244,lo,lo,0.6531978845596313,False,lamp,SD
1237,m,m,1,1,0.5726323127746582,lab,lab,0.30115199089050293,False,lamp,SD
1238,p,p,1,1,0.4392740726470947,pause,delrel,0.5493108034133911,False,lamp,SD
1239,f,f,1,1,0.4598010778427124,pause,pause,0.6414359211921692,False,fishing,SD
1240,ɪ,ɪ,1,1,0.579998254776001,syl,tense,0.33895760774612427,False,fishing,SD
1241,t,ʃ,0,0,0.8226043879985809,ant,ant,0.687667965888977,True,fishing,SD
1242,ɪ,ɪ,1,1,0.4629344940185547,front,cons,0.35784459114074707,False,fishing,SD
1243,ŋ,ŋ,1,1,0.5415600538253784,cor,lab,0.41334304213523865,False,fishing,SD
1244,j,j,1,1,0.5534344911575317,front,syl,0.25641557574272156,False,yellow,SD
1245,ɛ,ɛ,1,1,0.5671430826187134,tense,lo,0.4178674817085266,False,yellow,SD
1246,w,l,0,0,0.4305804967880249,lat,lat,0.8238837718963623,True,yellow,SD
1247,o,o,1,1,0.4995298385620117,lab,round,0.3283247649669647,False,yellow,SD
1248,ʊ,ʊ,1,1,0.5959711074829102,tense,syl,0.2597546875476837,False,yellow,SD
1249,b,b,1,1,0.3946894407272339,delrel,delrel,0.41243937611579895,False,blue,SD
1250,w,l,0,0,0.5814297199249268,lat,lat,0.902935802936554,True,blue,SD
1251,u,u,1,1,0.6415607929229736,syl,syl,0.3339887261390686,False,blue,SD
1252,f,f,1,1,0.5184652805328369,pause,pause,0.6802796125411987,False,feather,SD
1253,ɛ,ɛ,1,1,0.4775439500808716,lo,lo,0.6491438746452332,False,feather,SD
1254,ɾ,ð,0,0,0.6453198492527008,son,strid,0.35984933376312256,False,feather,SD
1255,o,ɜ˞,0,0,0.8045481443405151,back,back,0.3879240155220032,True,feather,SD
1256,b,p,0,1,0.13708007335662842,delrel,delrel,0.9598517417907715,False,pencils,SD
1257,ɛ,ɛ,1,1,0.557237982749939,hi,hi,0.4225175976753235,False,pencils,SD
1258,n,n,1,1,0.6308295726776123,cor,cor,0.6621068716049194,False,pencils,SD
1259,t,s,0,0,0.23061805963516235,voi,strid,0.7543300986289978,True,pencils,SD
1260,ʊ,l,0,0,0.6460396647453308,lat,lat,0.7602912187576294,True,pencils,SD
1261,d,z,0,0,0.40647733211517334,strid,strid,0.6216544508934021,True,pencils,SD
1262,w,ɹ,0,0,0.8941351473331451,round,cor,0.37069252133369446,True,rabbit,SD
1263,æ,æ,1,1,0.6527079343795776,front,front,0.6502083539962769,False,rabbit,SD
1264,b,b,1,1,0.03823196887969971,delrel,delrel,0.883682906627655,False,rabbit,SD
1265,ɪ,ɪ,1,1,0.6490415334701538,tense,tense,0.6493245959281921,False,rabbit,SD
1266,t,t,1,1,0.04403281211853027,pause,delrel,0.8303892612457275,False,rabbit,SD
1267,ɡ,d,0,0,0.021096110343933105,cor,son,0.19682727754116058,False,duck,SD
1268,ʌ,ʌ,1,1,0.4976630210876465,lab,back,0.3280264139175415,False,duck,SD
1269,k,k,1,1,0.15346777439117432,delrel,delrel,0.8700225353240967,False,duck,SD
1270,f,k,0,1,0.2309858798980713,delrel,delrel,0.8927314281463623,True,quack,SD
1271,w,w,1,1,0.4598567485809326,round,cons,0.22772113978862762,False,quack,SD
1272,æ,æ,1,1,0.6572195291519165,front,front,0.774292528629303,False,quack,SD
1273,k,k,1,1,0.22077441215515137,delrel,delrel,0.848115861415863,False,quack,SD
1274,s,s,1,0,0.19084304571151733,voi,voi,0.4909587502479553,False,scissors,SD
1275,ɪ,ɪ,1,1,0.6875829696655273,front,tense,0.5436585545539856,False,scissors,SD
1276,z,z,1,0,0.2311255931854248,son,strid,0.40584856271743774,False,scissors,SD
1277,œ,ɜ˞,0,0,0.705811083316803,round,syl,0.13918785750865936,False,scissors,SD
1278,-,z,0,0,0.42806750535964966,strid,strid,0.7284989356994629,True,scissors,SD
1279,-,ɹ,0,0,0.8924044072628021,ant,ant,0.5725579261779785,False,orange,SD
1280,n,n,1,1,0.6407469511032104,cor,cor,0.7617765069007874,False,orange,SD
1281,t,d,0,0,0.09028130769729614,delrel,delrel,0.9019826650619507,False,orange,SD
1282,ʃ,ʒ,0,1,0.004511117935180664,voi,distr,0.31033656001091003,False,orange,SD
1283,k,k,1,1,0.2908707857131958,delrel,delrel,0.8289289474487305,False,carrot,SD
1284,ɛ,ɛ,1,1,0.6499404907226562,hi,tense,0.4618259072303772,False,carrot,SD
1285,w,ɹ,0,0,0.8835698589682579,cor,cor,0.37165236473083496,True,carrot,SD
1286,ə,ə,1,1,0.08779406547546387,hi,back,0.2625826597213745,False,carrot,SD
1287,t,t,1,1,0.018121004104614258,delrel,delrel,0.876761794090271,False,carrot,SD
1288,s,z,0,0,0.11630123853683472,voi,pause,0.45162349939346313,False,zipper,SD
1289,ɪ,ɪ,1,1,0.6138070821762085,front,tense,0.5057815909385681,False,zipper,SD
1290,p,p,1,1,0.250321626663208,voi,delrel,0.7616033554077148,False,zipper,SD
1291,ə,ɜ˞,0,0,0.7415634095668793,cons,round,0.13312530517578125,True,zipper,SD
1292,f,f,1,1,0.5694031715393066,labiodental,labiodental,0.6397223472595215,False,finger,SD
1293,ɪ,ɪ,1,1,0.7134332656860352,tense,tense,0.43408480286598206,False,finger,SD
1294,n,ŋ,0,1,0.5100518465042114,cor,cont,0.29667216539382935,False,finger,SD
1295,d,ɡ,0,1,0.0006984472274780273,son,son,0.49477100372314453,False,finger,SD
1296,ə,ɜ˞,0,0,0.6198717057704926,round,round,0.18263176083564758,True,finger,SD
1297,w,w,1,1,0.5310739278793335,cons,cons,0.2451339066028595,False,wagon,SD
1298,æ,æ,1,1,0.616634726524353,front,front,0.5653088092803955,False,wagon,SD
1299,d,ɡ,0,1,0.1254878044128418,delrel,delrel,0.8074998259544373,False,wagon,SD
1300,ə,ə,1,1,0.44492197036743164,hi,cons,0.3739066421985626,False,wagon,SD
1301,n,n,1,1,0.508136510848999,pause,pause,0.9550199508666992,False,wagon,SD
1302,ʃ,ʃ,1,0,0.043957293033599854,distr,distr,0.38212132453918457,False,shovel,SD
1303,ʌ,ʌ,1,1,0.5734167098999023,round,lab,0.34490904211997986,False,shovel,SD
1304,v,v,1,1,0.20419704914093018,labiodental,labiodental,0.5580006837844849,False,shovel,SD
1305,ʊ,l,0,0,0.6758712232112885,cor,lat,0.4906279146671295,True,shovel,SD
1306,f,θ,0,0,0.6602675020694733,lab,labiodental,0.45294010639190674,True,thumb,SD
1307,ʌ,ʌ,1,1,0.5149978399276733,lab,lab,0.2645655870437622,False,thumb,SD
1308,m,m,1,1,0.6013379096984863,lab,lab,0.44676855206489563,False,thumb,SD
